,flg,text,text_length,is_year,is_month,is_date,is_time,num_hatena,num_bikkuri,is_eiga,is_henkakko,is_normalkakko,is_whitekakko,is_vol,is_sports,text_wakati,text_del_one
2423,3,ｽｶｲﾂﾘｰでは味わえない､映画館で待ち受けるﾘｱﾙな“崖っぷち”,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ｽｶｲﾂﾘｰ で は 味わえる ない ､ 映画 館 で 待ち受ける ﾘｱﾙ だ “ 崖っぷち ” ,ｽｶｲﾂﾘｰ 味わえる ない 映画 待ち受ける ﾘｱﾙ 崖っぷち 
2424,8,the wall street journalにも取り上げられた河本準一にﾊﾞｯｼﾝｸﾞ相次ぐ,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,the   wall   street   journal に も 取り上げる られる た 河本 準一 に ﾊﾞｯｼﾝｸﾞ 相次ぐ ,the wall street journal 取り上げる られる 河本 準一 ﾊﾞｯｼﾝｸﾞ 相次ぐ 
2425,5,全国約0000ヵ所の夜景ｽﾎﾟｯﾄを網羅した夜景ｶﾞｲﾄﾞｱﾌﾟﾘの決定版夜景ﾜｰﾙﾄﾞ 全国ﾄﾞﾗｲﾌﾞ&ﾃﾞｰﾄｽﾎﾟｯﾄｶﾞｲﾄﾞandroidｱﾌﾟﾘ,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,全国 約 0000 ヵ所 の 夜景 ｽﾎﾟｯﾄ を 網羅 する た 夜景 ｶﾞｲﾄﾞｱﾌﾟﾘ の 決定 版 夜景 ﾜｰﾙﾄﾞ   全国 ﾄﾞﾗｲﾌﾞ & ﾃﾞｰﾄｽﾎﾟｯﾄｶﾞｲﾄﾞ android ｱﾌﾟﾘ ,全国 0000 ヵ所 夜景 ｽﾎﾟｯﾄ 網羅 する 夜景 ｶﾞｲﾄﾞｱﾌﾟﾘ 決定 夜景 ﾜｰﾙﾄﾞ 全国 ﾄﾞﾗｲﾌﾞ ﾃﾞｰﾄｽﾎﾟｯﾄｶﾞｲﾄﾞ android ｱﾌﾟﾘ 
2426,1,なぜ女はﾁｬﾗ男が好きなのか?,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,なぜ 女 は ﾁｬﾗ 男 が 好き だ の か ? ,なぜ ﾁｬﾗ 好き 
2427,2,香川､移籍のうわさを完全に否定,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,香川 ､ 移籍 の うわさ を 完全 に 否定 ,香川 移籍 うわさ 完全 否定 
2428,2,遠藤､ｻﾞｯｹﾛｰﾆ監督はｲﾀﾘｱにも勝てるって言ってました,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,遠藤 ､ ｻﾞｯｹﾛｰﾆ 監督 は ｲﾀﾘｱ に も 勝てる って 言う て ます た ,遠藤 ｻﾞｯｹﾛｰﾆ 監督 ｲﾀﾘｱ 勝てる って 言う ます 
2429,0,ﾆｭｰｽkddi音楽配信ｻｰﾋﾞｽ配信lismo music storeを年内終了へ,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,ﾆｭｰｽ kddi 音楽 配信 ｻｰﾋﾞｽ 配信 lismo   music   store を 年内 終了 へ ,ﾆｭｰｽ kddi 音楽 配信 ｻｰﾋﾞｽ 配信 lismo music store 年内 終了 
2430,0,ﾌﾞﾗｯｸﾏｼﾞｯｸﾃﾞｻﾞｲﾝ､hyperdeck ssd ﾚｺｰﾀﾞｰに ﾀｲﾑｺｰﾄﾞ､dnxhd quicktime ｻﾎﾟｰﾄを追加ﾋﾞﾃﾞｵsalon,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ﾌﾞﾗｯｸﾏｼﾞｯｸﾃﾞｻﾞｲﾝ ､ hyperdeck   ssd   ﾚｺｰﾀﾞｰ に   ﾀｲﾑｺｰﾄﾞ ､ dnxhd   quicktime   ｻﾎﾟｰﾄ を 追加 ﾋﾞﾃﾞｵ salon ,ﾌﾞﾗｯｸﾏｼﾞｯｸﾃﾞｻﾞｲﾝ hyperdeck ssd ﾚｺｰﾀﾞｰ ﾀｲﾑｺｰﾄﾞ dnxhd quicktime ｻﾎﾟｰﾄ 追加 ﾋﾞﾃﾞｵ salon 
2431,7,iphoneに直接転送できるｽｷｬﾅ!iｽｷｬﾐﾙ ﾐﾆが凄い,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,iphone に 直接 転送 できる ｽｷｬﾅ ! i ｽｷｬﾐﾙ   ﾐﾆ が 凄い ,iphone 直接 転送 できる ｽｷｬﾅ ｽｷｬﾐﾙ ﾐﾆ 凄い 
2432,0,手間賃の方が高い? 拾ったakbの画像を000円でﾈｯﾄで売り逮捕ﾆｭｰｽ,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,手間賃 の 方 が 高い ?   拾う た akb の 画像 を 000 円 で ﾈｯﾄ で 売る 逮捕 ﾆｭｰｽ ,手間賃 高い 拾う akb 画像 000 ﾈｯﾄ 売る 逮捕 ﾆｭｰｽ 
2433,1,大切なあなたに見せたい景色をﾃｰﾏに､web上でﾌｫﾄｺﾝﾃｽﾄ開催中!,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,大切 だ あなた に 見せる たい 景色 を ﾃｰﾏ に ､ web 上 で ﾌｫﾄｺﾝﾃｽﾄ 開催 中 ! ,大切 あなた 見せる たい 景色 ﾃｰﾏ web ﾌｫﾄｺﾝﾃｽﾄ 開催 
2434,5,nttﾄﾞｺﾓのlteは地下鉄ﾄﾝﾈﾙ内で速いのか?都営新宿線にてｽﾋﾟｰﾄﾞﾃｽﾄをしてみたﾚﾎﾟｰﾄ,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ntt ﾄﾞｺﾓ の lte は 地下鉄 ﾄﾝﾈﾙ 内 で 速い の か ? 都営 新宿 線 にて ｽﾋﾟｰﾄﾞﾃｽﾄ を する て みる た ﾚﾎﾟｰﾄ ,ntt ﾄﾞｺﾓ lte 地下鉄 ﾄﾝﾈﾙ 速い 都営 新宿 にて ｽﾋﾟｰﾄﾞﾃｽﾄ する みる ﾚﾎﾟｰﾄ 
2435,2,上田桃子この度､結婚致します,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,上田 桃子 この 度 ､ 結婚 致す ます ,上田 桃子 この 結婚 致す ます 
2436,3,好きよ､抱いて!､映画ﾓﾃｷ着信ﾎﾞｲｽを無料配信,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,好き よ ､ 抱く て !､ 映画 ﾓﾃｷ 着信 ﾎﾞｲｽ を 無料 配信 ,好き 抱く !､ 映画 ﾓﾃｷ 着信 ﾎﾞｲｽ 無料 配信 
2437,0,iphoneだけじゃない!! ｻﾑｽﾝのgalaxy s iiもいきなり発火話題,44.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,iphone だけ じゃ ない !!   ｻﾑｽﾝ の galaxy   s   ii も いきなり 発火 話題 ,iphone だけ じゃ ない !! ｻﾑｽﾝ galaxy ii いきなり 発火 話題 
2438,1,大堀恵 ﾋﾐﾂの相談室無神経な彼氏の妹とどう接したらいい?,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,大堀 恵   ﾋﾐﾂ の 相談 室 無神経 だ 彼氏 の 妹 と どう 接す た いい ? ,大堀 ﾋﾐﾂ 相談 無神経 彼氏 どう 接す いい 
2439,8,風俗､変態ﾌﾟﾚｲ…いいとも出演の芥川賞作家が危ない発言連発,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,風俗 ､ 変態 ﾌﾟﾚｲ … いい とも 出演 の 芥川賞 作家 が 危ない 発言 連発 ,風俗 変態 ﾌﾟﾚｲ いい とも 出演 芥川賞 作家 危ない 発言 連発 
2440,5,kddi､auｽﾏｰﾄﾊﾟｽで映画･音楽が楽しみ放題に!新ｻｰﾋﾞｽﾋﾞﾃﾞｵﾊﾟｽうたﾊﾟｽを発表,54.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,kddi ､ au ｽﾏｰﾄﾊﾟｽ で 映画 ･ 音楽 が 楽しみ 放題 に ! 新 ｻｰﾋﾞｽﾋﾞﾃﾞｵﾊﾟｽ うた ﾊﾟｽ を 発表 ,kddi au ｽﾏｰﾄﾊﾟｽ 映画 音楽 楽しみ 放題 ｻｰﾋﾞｽﾋﾞﾃﾞｵﾊﾟｽ うた ﾊﾟｽ 発表 
2441,4,特集paul smith | ﾎﾟｰﾙ･ｽﾐｽが提案するｽｰﾂの現在進行形[0/0],44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,特集 paul   smith   |   ﾎﾟｰﾙ ･ ｽﾐｽ が 提案 する ｽｰﾂ の 現在 進行 形 [ 0 / 0 ] ,特集 paul smith ﾎﾟｰﾙ ｽﾐｽ 提案 する ｽｰﾂ 現在 進行 
2442,8,“就職先人気企業ﾗﾝｷﾝｸﾞ0000”の商社人気に疑問の声,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,“ 就職 先 人気 企業 ﾗﾝｷﾝｸﾞ 0000 ” の 商社 人気 に 疑問 の 声 ,就職 人気 企業 ﾗﾝｷﾝｸﾞ 0000 商社 人気 疑問 
2443,7,ついに発売日が決定!有機elｽﾏｰﾄﾌｫﾝdell streak pro 000dlが凄い,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,ついに 発売 日 が 決定 ! 有機 el ｽﾏｰﾄﾌｫﾝ dell   streak   pro   000 dl が 凄い ,ついに 発売 決定 有機 el ｽﾏｰﾄﾌｫﾝ dell streak pro 000 dl 凄い 
2444,0,0dsみたいなｸﾞﾗｽﾚｽ立体映像と写真をiphone0/0sで楽しもう!売れ筋ﾁｪｯｸ,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ds みたい だ ｸﾞﾗｽﾚｽ 立体 映像 と 写真 を iphone 0 / 0 s で 楽しむ う ! 売れ筋 ﾁｪｯｸ ,ds みたい ｸﾞﾗｽﾚｽ 立体 映像 写真 iphone 楽しむ 売れ筋 ﾁｪｯｸ 
2445,1,お金もあって家柄もいいは敬遠される?,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,お金 も ある て 家柄 も いい は 敬遠 する れる ? ,お金 ある 家柄 いい 敬遠 する れる 
2446,4,ﾂﾘｰﾊｳｽのある“隠れ家”加圧ｼﾞﾑ､鎌倉にｵｰﾌﾟﾝ,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ﾂﾘｰﾊｳｽ の ある “ 隠れ家 ” 加 圧 ｼﾞﾑ ､ 鎌倉 に ｵｰﾌﾟﾝ ,ﾂﾘｰﾊｳｽ ある 隠れ家 ｼﾞﾑ 鎌倉 ｵｰﾌﾟﾝ 
2447,2,斎藤佑樹はﾌﾟﾛで通用するのか?,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,斎藤 佑 樹 は ﾌﾟﾛ で 通用 する の か ? ,斎藤 ﾌﾟﾛ 通用 する 
2448,2,高田延彦の衝撃ﾌﾟﾛﾎﾟｰｽﾞ ﾃﾚﾋﾞを観てて好きになった,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,高田 延 彦 の 衝撃 ﾌﾟﾛﾎﾟｰｽﾞ   ﾃﾚﾋﾞ を 観る てる て 好き に なる た ,高田 衝撃 ﾌﾟﾛﾎﾟｰｽﾞ ﾃﾚﾋﾞ 観る てる 好き なる 
2449,3,映画ｱﾍﾞﾝｼﾞｬｰｽﾞの“最強”ﾋｰﾛｰがｽﾄﾗｯﾌﾟに,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,映画 ｱﾍﾞﾝｼﾞｬｰｽﾞ の “ 最強 ” ﾋｰﾛｰ が ｽﾄﾗｯﾌﾟ に ,映画 ｱﾍﾞﾝｼﾞｬｰｽﾞ 最強 ﾋｰﾛｰ ｽﾄﾗｯﾌﾟ 
2450,2,香川の先取点､本人は“浮かせた”!?,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,香川 の 先取 点 ､ 本人 は “ 浮かせる た ”!? ,香川 先取 本人 浮かせる ”!? 
2451,3,間寛平&慎太郎親子が観客と大合唱忌野清志郎はﾛｯｸのｷﾝｸﾞ,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,間 寛平 & 慎太郎 親子 が 観客 と 大 合唱 忌野 清志郎 は ﾛｯｸ の ｷﾝｸﾞ ,寛平 慎太郎 親子 観客 合唱 忌野 清志郎 ﾛｯｸ ｷﾝｸﾞ 
2452,4,親子の日ｲﾍﾞﾝﾄに三浦親子が出演､雄一郎氏は前人未到の挑戦を宣言,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,親子 の 日 ｲﾍﾞﾝﾄ に 三浦 親子 が 出演 ､ 雄一郎 氏 は 前人未到 の 挑戦 を 宣言 ,親子 ｲﾍﾞﾝﾄ 三浦 親子 出演 雄一郎 前人未到 挑戦 宣言 
2453,7,ﾄﾞﾗｸｴx情報やﾀﾞｳﾝﾛｰﾄﾞ販売詳細 任天堂のｹﾞｰﾑ関連情報をまとめてみたﾃﾞｼﾞ通,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ﾄﾞﾗｸｴ x 情報 や ﾀﾞｳﾝﾛｰﾄﾞ 販売 詳細   任天堂 の ｹﾞｰﾑ 関連 情報 を まとめる て みる た ﾃﾞｼﾞ 通 ,ﾄﾞﾗｸｴ 情報 ﾀﾞｳﾝﾛｰﾄﾞ 販売 詳細 任天堂 ｹﾞｰﾑ 関連 情報 まとめる みる ﾃﾞｼﾞ 
2454,1,ｵﾄﾅ女子映画部共働きでも“家事”は“女の仕事”?! ﾊﾆｰ vs. ﾀﾞｰﾘﾝ 目の駆け引き,53.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,ｵﾄﾅ 女子 映画 部 共働き で も “ 家事 ” は “ 女 の 仕事 ”?!   ﾊﾆｰ   vs .   ﾀﾞｰﾘﾝ   目 の 駆け引き ,ｵﾄﾅ 女子 映画 共働き 家事 仕事 ”?! ﾊﾆｰ vs ﾀﾞｰﾘﾝ 駆け引き 
2455,0,連載●極･ﾄ書き一行のｶｯﾄ割り! 第0回ﾋﾞﾃﾞｵsalon,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,連載 ● 極 ･ ﾄ 書き 一 行 の ｶｯﾄ 割り !   第 0 回 ﾋﾞﾃﾞｵ salon ,連載 書き ｶｯﾄ 割り ﾋﾞﾃﾞｵ salon 
2456,4,tgcというﾋﾞｼﾞﾈｽ[後編]|tgcに密着し続ける人物に極秘ｲﾝﾀﾋﾞｭｰ,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tgc という ﾋﾞｼﾞﾈｽ [ 後編 ]| tgc に 密着 する 続ける 人物 に 極秘 ｲﾝﾀﾋﾞｭｰ ,tgc という ﾋﾞｼﾞﾈｽ 後編 ]| tgc 密着 する 続ける 人物 極秘 ｲﾝﾀﾋﾞｭｰ 
2457,0,話題数年後に携帯電話回線がﾊﾟﾝｸ!? ｽﾏﾎの普及がもたらす新しい問題,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,話題 数 年 後 に 携帯 電話 回線 が ﾊﾟﾝｸ !?   ｽﾏﾎ の 普及 が もたらす 新しい 問題 ,話題 携帯 電話 回線 ﾊﾟﾝｸ !? ｽﾏﾎ 普及 もたらす 新しい 問題 
2458,0,同情して!ｱﾋﾟｰﾙが痛い!! 心配されたがりやのﾈｶﾞﾃｨﾌﾞさんsns痛い人,44.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,同情 する て ! ｱﾋﾟｰﾙ が 痛い !!   心配 する れる た が りや の ﾈｶﾞﾃｨﾌﾞ さん sns 痛い 人 ,同情 する ｱﾋﾟｰﾙ 痛い !! 心配 する れる りや ﾈｶﾞﾃｨﾌﾞ さん sns 痛い 
2459,5,“jellybean”のosﾊﾞｰｼﾞｮﾝはandroid 0.0!galaxy nexusに最初に提供される予定,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,“ jellybean ” の os ﾊﾞｰｼﾞｮﾝ は android   0 . 0 ! galaxy   nexus に 最初 に 提供 する れる 予定 ,jellybean os ﾊﾞｰｼﾞｮﾝ android galaxy nexus 最初 提供 する れる 予定 
2460,0,ｸﾞﾘｰが世界へ! 0億0千万人規模のﾌﾟﾗｯﾄﾌｫｰﾑgree platform話題,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,ｸﾞﾘｰ が 世界 へ !   0 億 0 千 万 人 規模 の ﾌﾟﾗｯﾄﾌｫｰﾑ gree   platform 話題 ,ｸﾞﾘｰ 世界 規模 ﾌﾟﾗｯﾄﾌｫｰﾑ gree platform 話題 
2461,7,無線lanで映像を飛ばそう!ﾕﾆｰｸな地ﾃﾞｼﾞﾁｭｰﾅｰ付きﾙｰﾀｰ新ｽﾀｲﾙ活用術,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,無線 lan で 映像 を 飛ばす う ! ﾕﾆｰｸ だ 地 ﾃﾞｼﾞﾁｭｰﾅｰ 付き ﾙｰﾀｰ 新 ｽﾀｲﾙ 活用 術 ,無線 lan 映像 飛ばす ﾕﾆｰｸ ﾃﾞｼﾞﾁｭｰﾅｰ 付き ﾙｰﾀｰ ｽﾀｲﾙ 活用 
2462,1,女の武器に有効期限はあるのか?,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,女 の 武器 に 有効 期限 は ある の か ? ,武器 有効 期限 ある 
2463,6,[穫れたて現地情報]bbｸﾘｰﾑは夏のﾏｽﾄｱｲﾃﾑ! 限定版もﾁｪｯｸすべし!,40.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[ 穫る たて 現地 情報 ] bb ｸﾘｰﾑ は 夏 の ﾏｽﾄｱｲﾃﾑ !   限定 版 も ﾁｪｯｸ する べし ! ,穫る たて 現地 情報 bb ｸﾘｰﾑ ﾏｽﾄｱｲﾃﾑ 限定 ﾁｪｯｸ する べし 
2464,7,dropboxはlan diskで管理する時代へ!複数dropboxｱｶｳﾝﾄをまとめて利用する方法,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,dropbox は lan   disk で 管理 する 時代 へ ! 複数 dropbox ｱｶｳﾝﾄ を まとめる て 利用 する 方法 ,dropbox lan disk 管理 する 時代 複数 dropbox ｱｶｳﾝﾄ まとめる 利用 する 方法 
2465,5,nttﾄﾞｺﾓ､ｺﾝﾊﾟｸﾄなﾐｭｰｼﾞｯｸﾌﾟﾚｲﾔｰｽﾏﾎaquos phone sv sh-00dをに発売予定!から事前予約開始,77.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,ntt ﾄﾞｺﾓ ､ ｺﾝﾊﾟｸﾄ だ ﾐｭｰｼﾞｯｸﾌﾟﾚｲﾔｰｽﾏﾎ aquos   phone   sv   sh - 00 d を に 発売 予定 ! から 事前 予約 開始 ,ntt ﾄﾞｺﾓ ｺﾝﾊﾟｸﾄ ﾐｭｰｼﾞｯｸﾌﾟﾚｲﾔｰｽﾏﾎ aquos phone sv sh 00 発売 予定 から 事前 予約 開始 
2466,1,女同士の話が噛み合わない理由はしゃべり方にある!?,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,女 同士 の 話 が 噛み合う ない 理由 は しゃべる 方 に ある !? ,同士 噛み合う ない 理由 しゃべる ある !? 
2467,3,貞子が“0d”でも満足できずに“0d”へと呪いを増幅,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,貞子 が “ 0 d ” で も 満足 できる ぬ に “ 0 d ” へ と 呪い を 増幅 ,貞子 満足 できる 呪い 増幅 
2468,1,独女的ｺﾐｯｸﾚﾋﾞｭｰ遠野物語,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,独 女 的 ｺﾐｯｸﾚﾋﾞｭｰ 遠野 物語 ,ｺﾐｯｸﾚﾋﾞｭｰ 遠野 物語 
2469,2,崖っぷちから這い上がった復活のﾏｰﾒｲﾄﾞ,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,崖っぷち から 這う 上がる た 復活 の ﾏｰﾒｲﾄﾞ ,崖っぷち から 這う 上がる 復活 ﾏｰﾒｲﾄﾞ 
2470,5,nttﾄﾞｺﾓ､ｼﾞｮｼﾞｮの奇妙な冒険00周年ｽﾏﾎjojo l-00dを発表!荒木飛呂彦氏監修ｺﾝﾃﾝﾂが満載の全部入り[optimus_report],80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,ntt ﾄﾞｺﾓ ､ ｼﾞｮｼﾞｮ の 奇妙 だ 冒険 00 周年 ｽﾏﾎ jojo   l - 00 d を 発表 ! 荒木 飛 呂 彦氏監 修 ｺﾝﾃﾝﾂ が 満載 の 全部 入り [ optimus _ report ] ,ntt ﾄﾞｺﾓ ｼﾞｮｼﾞｮ 奇妙 冒険 00 周年 ｽﾏﾎ jojo 00 発表 荒木 彦氏監 ｺﾝﾃﾝﾂ 満載 全部 入り optimus report 
2471,3,新しい映画の楽しみ方､続きはｾｶﾝﾄﾞ･ｽｸﾘｰﾝで,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,新しい 映画 の 楽しむ 方 ､ 続き は ｾｶﾝﾄﾞ ･ ｽｸﾘｰﾝ で ,新しい 映画 楽しむ 続き ｾｶﾝﾄﾞ ｽｸﾘｰﾝ 
2472,4,転職できる力養成講座 その0 : ﾑﾘせず､ｳｿをつかず､0億売れた!! 営業ﾄｰｸ ,49.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,転職 できる 力 養成 講座   その 0   :   ﾑﾘ する ぬ ､ ｳｿ を つく ぬ ､ 0 億 売れる た !!   営業 ﾄｰｸ ,転職 できる 養成 講座 その ﾑﾘ する ｳｿ つく 売れる !! 営業 ﾄｰｸ 
2473,2,なでしこのように優勝できる韓国女子監督の発言が話題 ,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,なでしこ の よう に 優勝 できる 韓国 女子 監督 の 発言 が 話題 ,なでしこ よう 優勝 できる 韓国 女子 監督 発言 話題 
2474,3,人間と共存する“操り人形”がﾊﾘｳｯﾄﾞ殿堂入り,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,人間 と 共存 する “ 操り 人形 ” が ﾊﾘｳｯﾄﾞ 殿堂 入り ,人間 共存 する 操り 人形 ﾊﾘｳｯﾄﾞ 殿堂 入り 
2475,8,ｿﾌﾄﾊﾞﾝｸ対auの激しいﾊﾞﾄﾙのｳﾗ側が判明,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ｿﾌﾄﾊﾞﾝｸ 対 au の 激しい ﾊﾞﾄﾙ の ｳﾗ 側 が 判明 ,ｿﾌﾄﾊﾞﾝｸ au 激しい ﾊﾞﾄﾙ ｳﾗ 判明 
2476,6,加賀美ｾｲﾗ､堀北真希も“ﾅﾁｭ かわ”宣言! spring ｺﾚｸｼｮﾝ 0000,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,加賀 美 ｾｲﾗ ､ 堀 北 真希 も “ ﾅﾁｭ   か わ ” 宣言 !   spring   ｺﾚｸｼｮﾝ   0000 ,加賀 ｾｲﾗ 真希 ﾅﾁｭ 宣言 spring ｺﾚｸｼｮﾝ 0000 
2477,4,ﾃﾞｷﾙｵﾄｺの新生活､新たなｳｪﾙﾈｽﾗｲﾌのｶﾀﾁとは—— 新生活特集,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ﾃﾞｷﾙｵﾄｺ の 新 生活 ､ 新た だ ｳｪﾙﾈｽﾗｲﾌ の ｶﾀﾁ と は ——   新 生活 特集 ,ﾃﾞｷﾙｵﾄｺ 生活 新た ｳｪﾙﾈｽﾗｲﾌ ｶﾀﾁ —— 生活 特集 
2478,1,ｵﾄﾅ女子のﾘｱﾙな悩み同時に0人好きになってしまいました,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ｵﾄﾅ 女子 の ﾘｱﾙ だ 悩み 同時に 0 人 好き に なる て しまう ます た ,ｵﾄﾅ 女子 ﾘｱﾙ 悩み 同時に 好き なる しまう ます 
2479,2,“内容が入ってこない”代表戦､ｻﾎﾟｰﾀｰの拍手喝采はｱｲｽﾗﾝﾄﾞ選手に!?,39.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,“ 内容 が 入る て くる ない ” 代表 戦 ､ ｻﾎﾟｰﾀｰ の 拍手 喝采 は ｱｲｽﾗﾝﾄﾞ 選手 に !? ,内容 入る くる ない 代表 ｻﾎﾟｰﾀｰ 拍手 喝采 ｱｲｽﾗﾝﾄﾞ 選手 !? 
2480,6,行きつけ候補no.0の中国料理店 ﾌﾟﾚｾﾞﾝﾄ有,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,行きつけ 候補 no . 0 の 中国 料理 店   ﾌﾟﾚｾﾞﾝﾄ 有 ,行きつけ 候補 no 中国 料理 ﾌﾟﾚｾﾞﾝﾄ 
2481,1,女が嫌いな女を､女が嫌いな理由を探る,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,女 が 嫌い だ 女 を ､ 女 が 嫌い だ 理由 を 探る ,嫌い 嫌い 理由 探る 
